Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-03 05:20:00,14.520,29.151,27.238,27.238
2006-01-03 05:30:00,13.960,28.488,28.672,28.672
2006-01-03 05:40:00,13.720,27.975,27.072,27.072
2006-01-03 05:50:00,13.380,27.039,27.570,27.570
2006-01-03 06:00:00,12.680,25.011,26.517,26.517
2006-01-03 06:10:00,11.800,21.705,23.553,23.553
2006-01-03 06:20:00,10.990,18.441,14.742,14.742
2006-01-03 06:30:00,10.810,17.718,20.723,20.723
2006-01-03 06:40:00,10.780,17.604,16.468,16.468
2006-01-03 06:50:00,10.700,17.283,17.291,17.291
2006-01-03 07:00:00,10.320,15.702,15.485,15.485
2006-01-03 07:10:00,10.160,15.078,13.313,13.313
2006-01-03 07:20:00,10.220,15.288,11.164,11.164
2006-01-03 07:30:00,10.030,14.553,13.142,13.142
2006-01-03 07:40:00,9.660,13.008,11.495,11.495
2006-01-03 07:50:00,9.540,12.534, 9.985,9.985
2006-01-03 08:00:00,9.540,12.561,13.861,13.861
2006-01-03 08:10:00,9.300,11.688,10.175,10.175
2006-01-03 08:20:00,8.890,10.182,11.357,11.357
2006-01-03 08:30:00,8.550, 8.970, 8.186,8.186
2006-01-03 08:40:00,8.530, 8.871, 9.120,9.120
2006-01-03 08:50:00,8.690, 9.447, 9.829,9.829
2006-01-03 09:00:00,8.850,10.053,10.229,10.229
2006-01-03 09:10:00,8.920,10.278, 7.719,7.719
2006-01-03 09:20:00,8.800, 9.837,12.509,12.509
2006-01-03 09:30:00,8.640, 9.264,10.660,10.660
2006-01-03 09:40:00,8.460, 8.688, 8.217,8.217
2006-01-03 09:50:00,8.310, 8.235, 9.704,9.704
2006-01-03 10:00:00,8.190, 7.896, 7.000,7.000
2006-01-03 10:10:00,7.970, 7.287, 8.928,8.928
2006-01-03 10:20:00,7.650, 6.360, 7.083,7.083
2006-01-03 10:30:00,7.370, 5.625, 6.284,6.284
2006-01-03 10:40:00,7.270, 5.397, 4.985,4.985
2006-01-03 10:50:00,7.280, 5.433, 5.038,5.038
2006-01-03 11:00:00,7.460, 5.814, 0.000,0.000
2006-01-03 11:10:00,7.910, 7.110, 7.104,7.104
2006-01-03 11:20:00,8.520, 8.868, 9.299,9.299
2006-01-03 11:30:00,9.040,10.734, 8.033,8.033
2006-01-03 11:40:00,9.170,11.211,10.475,10.475
2006-01-03 11:50:00,8.940,10.395, 9.772,9.772
2006-01-03 12:00:00,8.620, 9.243,11.186,11.186
2006-01-03 12:10:00,8.440, 8.631, 8.737,8.737
2006-01-03 12:20:00,8.550, 8.991, 8.917,8.917
2006-01-03 12:30:00,8.790, 9.837,10.817,10.817
2006-01-03 12:40:00,8.970,10.494,10.097,10.097
2006-01-03 12:50:00,9.180,11.256,12.546,12.546
2006-01-03 13:00:00,9.410,12.093,11.285,11.285
2006-01-03 13:10:00,9.530,12.525,13.123,13.123
2006-01-03 13:20:00,9.460,12.270, 9.924,9.924
2006-01-03 13:30:00,9.190,11.307,13.193,13.193
2006-01-03 13:40:00,8.870,10.149, 9.969,9.969
